Time,Overall TestResult,Result Info:,,Result Info:,Test Result:,100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000,9000,10000,Result Info:,Test Result:,100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000,9000,10000,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,
,,,,,Lower Limit,-26.8,-25.9,-25,-24.2,-23.1,-22.1,-18.5,-21,-20.1,-19.5,-18.9,-18.3,-17.8,-17.4,-17.1,-16.8,-16.5,-16.3,-16.1,-16.1,-11,-16.2,-16.3,-16.1,-15.9,-15.8,-15.7,-15.6,-15.4,-15.3,-15.2,-15,-12,-14.7,-14.9,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,,Lower Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Limit,-11,,Lower Limit,,,Lower Limit,-18.5,,Lower Limit,-12,,Lower Limit,-15.2
,,,,,Upper Limit,-16.8,-15.9,-15,-14.2,-13.1,-12.1,-14.5,-11,-10.1,-9.5,-8.9,-8.3,-7.8,-7.4,-7.1,-6.8,-6.5,-6.3,-6.1,-6.1,-9,-6.2,-6.3,-6.1,-5.9,-5.8,-5.7,-5.6,-5.4,-5.3,-5.2,-5,-8,-5,-5,-5,-5,-5,-5,-5,-5,,Upper Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper Limit,-9,,Upper Limit,1,,Upper Limit,-14.5,,Upper Limit,-8,,Upper Limit,-5
1/22/2026 8:41,Pass,扫码-Serial Number,"96575NR100/6A26012200004	",模拟麦克风测试-Frequency response (dBV),Pass,-21.775,-20.89,-20.021,-19.147,-18.095,-17.191,-16.624,-15.841,-15.034,-14.413,-13.815,-13.233,-12.766,-12.424,-12.079,-11.703,-11.448,-11.192,-10.874,-10.833,-10.801,-10.712,-10.671,-10.443,-10.23,-9.967,-9.801,-9.733,-9.761,-10.122,-10.278,-10.836,-10.886,-10.732,-11.061,-11.264,-11.847,-12.093,-12.287,-12.428,-12.285,模拟麦克风测试-THD (%),Not Evaluated,1.212,1.179,1.345,2.049,2.357,0.907,0.3,0.217,0.411,0.358,0.344,0.725,1.432,0.694,1.674,0.54,0.376,0.244,4.953,0.344,0.161,0.197,0.21,0.175,3.836,27.397,0.145,0.16,3.399,3.196,8.758,0.19,0.178,0.134,0.128,0.232,0.251,0.116,0.136,0.187,0.917,模拟麦克风测试-Sensitivity (dBV),Pass,-10.801,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.161,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.624,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.886,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-12.062
1/22/2026 8:42,Pass,扫码-Serial Number,"96575NR100/6A26012200007	",模拟麦克风测试-Frequency response (dBV),Pass,-21.35,-20.481,-19.618,-18.734,-17.714,-16.816,-16.281,-15.53,-14.719,-14.124,-13.543,-12.963,-12.501,-12.162,-11.819,-11.463,-11.219,-10.972,-10.669,-10.635,-10.611,-10.541,-11.141,-11.367,-11.185,-11.344,-10.839,-10.753,-11.078,-10.098,-10.131,-10.634,-10.647,-10.444,-10.724,-10.92,-11.495,-11.686,-11.889,-11.986,-11.809,模拟麦克风测试-THD (%),Not Evaluated,1.194,1.105,1.442,2.058,2.265,0.895,0.314,0.198,0.376,0.347,0.359,0.722,1.4,0.709,1.656,0.542,0.375,0.261,6.072,0.346,0.176,0.329,0.194,0.207,4.953,206.803,0.148,0.161,6.632,0.917,13.097,0.21,0.198,0.144,0.13,0.243,0.276,0.132,0.152,0.204,0.866,模拟麦克风测试-Sensitivity (dBV),Pass,-10.611,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.176,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.281,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.647,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-11.662
1/22/2026 8:46,Pass,扫码-Serial Number,"96575NR100/6A26012200007	",模拟麦克风测试-Frequency response (dBV),Pass,-21.413,-20.536,-19.669,-18.798,-17.758,-16.861,-16.306,-15.534,-14.726,-14.118,-13.535,-12.964,-12.507,-12.171,-11.823,-11.468,-11.221,-10.967,-10.664,-10.628,-10.606,-10.535,-11.221,-11.513,-11.35,-11.561,-10.926,-10.857,-11.219,-10.069,-10.115,-10.514,-10.499,-10.312,-10.634,-10.909,-11.471,-11.634,-11.858,-11.978,-11.764,模拟麦克风测试-THD (%),Not Evaluated,1.147,1.18,1.291,2.245,2.641,0.852,0.248,0.203,0.36,0.341,0.377,0.724,1.409,0.729,1.647,0.542,0.375,0.256,6.253,0.342,0.171,0.341,0.211,0.201,5.256,233.872,0.139,0.17,6.748,3.167,13.529,0.213,0.185,0.149,0.142,0.249,0.283,0.114,0.152,0.207,0.787,模拟麦克风测试-Sensitivity (dBV),Pass,-10.606,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.171,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.306,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.499,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-11.614
1/22/2026 8:48,Pass,扫码-Serial Number,"96575NR100/6A26012200012	",模拟麦克风测试-Frequency response (dBV),Pass,-21.298,-20.417,-19.554,-18.684,-17.654,-16.758,-16.204,-15.434,-14.626,-14.016,-13.434,-12.86,-12.408,-12.075,-11.728,-11.386,-11.145,-10.891,-10.59,-10.553,-10.53,-10.466,-10.898,-11.011,-10.807,-10.831,-10.518,-10.418,-10.675,-10.052,-10.042,-10.411,-10.568,-10.301,-10.52,-10.705,-11.334,-11.565,-11.797,-11.84,-11.564,模拟麦克风测试-THD (%),Not Evaluated,1.151,1.127,1.424,2.042,2.289,0.966,0.281,0.221,0.391,0.339,0.345,0.731,1.427,0.719,1.639,0.574,0.376,0.257,6.653,0.33,0.175,0.665,0.214,0.29,5.443,154.871,0.146,0.171,9.884,0.211,13.459,0.208,0.208,0.153,0.133,0.26,0.286,0.143,0.13,0.183,0.739,模拟麦克风测试-Sensitivity (dBV),Pass,-10.53,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.175,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.204,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.568,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-11.536
1/22/2026 8:53,Pass,扫码-Serial Number,"96575NR100/6A26012200008	",模拟麦克风测试-Frequency response (dBV),Pass,-21.627,-20.747,-19.883,-19.017,-17.983,-17.089,-16.535,-15.759,-14.951,-14.34,-13.759,-13.188,-12.727,-12.394,-12.049,-11.681,-11.43,-11.171,-10.86,-10.842,-10.822,-10.736,-11.42,-11.703,-11.567,-11.773,-11.196,-11.098,-11.495,-10.394,-10.391,-11.045,-10.954,-10.765,-11.166,-11.281,-11.916,-12.156,-12.3,-12.464,-12.307,模拟麦克风测试-THD (%),Not Evaluated,1.116,1.136,1.344,2.1,2.361,0.896,0.288,0.2,0.374,0.332,0.361,0.714,1.426,0.715,1.642,0.537,0.375,0.238,5.142,0.352,0.162,0.197,0.198,0.19,3.536,232.443,0.143,0.154,4.777,0.72,11.112,0.182,0.177,0.134,0.131,0.227,0.247,0.109,0.144,0.187,0.831,模拟麦克风测试-Sensitivity (dBV),Pass,-10.822,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.162,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.535,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.954,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-12.126
1/22/2026 8:54,Pass,扫码-Serial Number,"96575NR100/6A26012100001	",模拟麦克风测试-Frequency response (dBV),Pass,-21.514,-20.608,-19.73,-18.871,-17.846,-16.966,-16.409,-15.635,-14.88,-14.27,-13.683,-13.102,-12.647,-12.316,-11.974,-11.616,-11.369,-11.124,-10.813,-10.788,-10.771,-10.678,-11.329,-11.586,-11.425,-11.594,-11.031,-10.944,-11.325,-10.273,-10.338,-10.777,-10.718,-10.661,-10.948,-11.19,-11.918,-12.176,-12.513,-12.71,-12.519,模拟麦克风测试-THD (%),Not Evaluated,1.141,1.018,1.616,2.002,2.298,0.862,0.256,0.195,0.367,0.339,0.375,0.706,1.401,0.712,1.632,0.537,0.362,0.242,5.414,0.351,0.143,0.194,0.196,0.189,5.128,223.97,0.141,0.153,6.43,0.944,11.483,0.185,0.179,0.129,0.112,0.214,0.23,0.113,0.138,0.18,0.883,模拟麦克风测试-Sensitivity (dBV),Pass,-10.771,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.143,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.409,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.718,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-12.143
1/22/2026 8:54,Pass,扫码-Serial Number,"96575NR100/6A26012200009	",模拟麦克风测试-Frequency response (dBV),Pass,-21.338,-20.46,-19.6,-18.734,-17.711,-16.82,-16.276,-15.513,-14.712,-14.101,-13.516,-12.94,-12.486,-12.152,-11.805,-11.456,-11.211,-10.961,-10.66,-10.632,-10.614,-10.548,-11.355,-11.733,-11.588,-11.849,-11.099,-11.065,-11.454,-10.003,-10.033,-10.047,-10.16,-9.969,-10.097,-10.435,-11.064,-11.372,-11.808,-11.976,-11.816,模拟麦克风测试-THD (%),Not Evaluated,1.142,1.183,1.323,1.985,2.322,0.9,0.296,0.174,0.391,0.344,0.373,0.742,1.399,0.731,1.625,0.539,0.374,0.255,6.241,0.34,0.163,0.354,0.203,0.226,4.403,270.058,0.15,0.168,7.884,5.2,11.086,0.216,0.191,0.142,0.136,0.247,0.444,0.13,0.158,0.194,0.854,模拟麦克风测试-Sensitivity (dBV),Pass,-10.614,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.163,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.276,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.16,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-11.333
1/22/2026 8:55,Pass,扫码-Serial Number,"96575NR100/6A26012200003	",模拟麦克风测试-Frequency response (dBV),Pass,-20.874,-20.001,-19.138,-18.274,-17.259,-16.374,-15.838,-15.077,-14.265,-13.676,-13.099,-12.518,-12.082,-11.743,-11.393,-11.081,-10.838,-10.607,-10.344,-10.295,-10.286,-10.258,-10.223,-10.03,-9.797,-9.586,-9.466,-9.417,-9.412,-9.673,-9.833,-9.937,-9.836,-9.655,-9.847,-10.213,-10.917,-11.359,-11.868,-12.204,-12.095,模拟麦克风测试-THD (%),Not Evaluated,1.128,1.073,1.324,2.005,2.235,0.883,0.299,0.214,0.385,0.306,0.354,0.722,1.39,0.727,1.601,0.55,0.369,0.244,8.287,0.341,0.15,1.606,0.196,1.102,6.594,28.088,0.119,0.143,7.258,3.482,12.072,0.191,0.177,0.131,0.131,0.23,0.449,0.118,0.121,0.17,0.903,模拟麦克风测试-Sensitivity (dBV),Pass,-10.286,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.15,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-15.838,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-9.836,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-11.304
1/22/2026 8:55,Pass,扫码-Serial Number,"96575NR100/6A26012200005	",模拟麦克风测试-Frequency response (dBV),Pass,-21.638,-20.755,-19.888,-19.022,-17.986,-17.094,-16.537,-15.763,-14.95,-14.337,-13.751,-13.159,-12.713,-12.369,-12.016,-11.666,-11.398,-11.148,-10.832,-10.783,-10.756,-10.67,-10.876,-10.816,-10.59,-10.473,-10.125,-10.055,-10.24,-10.093,-10.214,-10.724,-10.908,-10.72,-11.001,-11.127,-11.633,-11.767,-11.922,-11.913,-11.72,模拟麦克风测试-THD (%),Not Evaluated,1.134,1.166,1.542,2.047,2.325,0.831,0.281,0.219,0.401,0.336,0.36,0.729,1.42,0.759,1.612,0.547,0.367,0.239,5.368,0.361,0.149,0.181,0.231,0.185,4.364,89.308,0.13,0.144,5.206,4.052,11.183,0.175,0.172,0.132,0.134,0.253,0.261,0.114,0.16,0.2,0.913,模拟麦克风测试-Sensitivity (dBV),Pass,-10.756,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.149,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.537,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.908,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-11.75
1/22/2026 8:57,Pass,扫码-Serial Number,"96575NR100/6A26012200013	",模拟麦克风测试-Frequency response (dBV),Pass,-21.347,-20.467,-19.608,-18.743,-17.711,-16.82,-16.262,-15.49,-14.679,-14.066,-13.483,-12.899,-12.451,-12.111,-11.758,-11.413,-11.157,-10.906,-10.608,-10.564,-10.532,-10.471,-11.133,-11.427,-11.301,-11.52,-10.893,-10.842,-11.211,-10.088,-10.118,-10.578,-10.295,-10.141,-10.46,-10.571,-11.205,-11.31,-11.545,-11.782,-11.595,模拟麦克风测试-THD (%),Not Evaluated,1.155,1.1,1.514,2.11,2.33,0.889,0.314,0.209,0.39,0.302,0.361,0.703,1.435,0.738,1.622,0.552,0.371,0.25,6.702,0.329,0.164,0.513,0.205,0.434,5.121,224.986,0.149,0.156,5.556,4.513,12.324,0.204,0.192,0.14,0.135,0.238,0.29,0.125,0.159,0.2,0.888,模拟麦克风测试-Sensitivity (dBV),Pass,-10.532,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.164,检查模拟麦-提取模拟麦200Hz_Picked Single Value_Checked Single Value (dBV),Pass,-16.262,检查模拟麦-提取模拟麦4000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-10.295,检查模拟麦-提取模拟麦7000Hz_Picked Single Value_Checked Single Value (dBV),Pass,-11.297
